tipo,codigo_tabela,cod_produto,variacao,campo,valor_atual_sistema,valor_senior,nome_atual_sistema,nome_senior,preco_atual_sistema,preco_senior,desconto_atual_sistema,desconto_senior,quantidade_minima,synced_at,origem
INSERIR,024,SBSSSTAN,05L,item,,existe,,,,27.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SBSSSUVA,05L,item,,existe,,NECTAR BOLSA UVA,,34.81,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSCAJ,200,item,,existe,,SUCO COPO CAJU,,1.72,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSCOC,200,item,,existe,,SUCO COPO AGUA COCO,,2.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSGOI,200,item,,existe,,SUCO COPO GOIABA,,1.61,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSLAR,115,item,,existe,,SUCO COPO LARANJA 115ML,,1.38,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,2.05,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSLMO,200,item,,existe,,,,2.02,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,2.79,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SCPSSUVA,200,item,,existe,,NECTAR COPO UVA,,2.25,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SGRSSCOC,900,item,,existe,,AGUA GARRAFA DE COCO,,13.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SGRSSGOI,01L,item,,existe,,SUCO GARRAFA GOIABA,,5.5,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SGRSSLAR,01L,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,6.1,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SGRSSLAR,300,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,3.1,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,024,SGRSSLAR,450,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,3.9,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,54.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SBSSSABH,05L,item,,existe,,SUCO BOLSA ABACAXI COM HORTELA,,46.59,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SBSSSCAJ,05L,item,,existe,,SUCO BOLSA CAJU,,38.06,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SBSSSCLA,05L,item,,existe,,SUCO BOLSA COMPOSTO DE LARANJA,,42.9,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SBSSSGOI,05L,item,,existe,,SUCO BOLSA GOIABA,,38.06,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SBSSSLAR,05L,item,,existe,,SUCO BOLSA LARANJA,,52.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SBSSSMAR,05L,item,,existe,,SUCO BOLSA MARACUJA,,55.66,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SBSSSUVA,05L,item,,existe,,NECTAR BOLSA UVA,,54.08,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSCAJ,200,item,,existe,,SUCO COPO CAJU,,2.39,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSCOC,200,item,,existe,,SUCO COPO AGUA COCO,,2.5,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSGOI,200,item,,existe,,SUCO COPO GOIABA,,2.39,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSLAR,115,item,,existe,,SUCO COPO LARANJA 115ML,,1.87,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,3.1,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSMAC,115,item,,existe,,SUCO COPO MACA 115ML,,1.93,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,2.86,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SCPSSUVA,200,item,,existe,,NECTAR COPO UVA,,3.22,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGPSSCLA,05L,item,,existe,,SUCO GALÃO PET LARANJA ADOCADO,,44.93,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGPSSLAR,05L,item,,existe,,SUCO GALAO LARANJA PET,,58.7,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGPSSUVA,05L,item,,existe,,NECTAR GALAO UVA PET,,57.82,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSABH,900,item,,existe,,SUCO GARRAFA ABACAXI COM HORTELA,,10.55,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSCAJ,1L7,item,,existe,,SUCO GARRAFA CAJU,,16.22,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSCAJ,300,item,,existe,,SUCO GARRAFA CAJU,,4.05,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSCAJ,900,item,,existe,,SUCO GARRAFA CAJU,,8.79,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSGOH,900,item,,existe,,SUCO GARRAFA GOIABA COM HIBISCO,,15.08,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSGOI,900,item,,existe,,SUCO GARRAFA GOIABA,,9.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSLAR,1L7,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,22.64,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSLAR,300,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,5.38,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSLAR,900,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,12.52,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSLMO,900,item,,existe,,SUCO GARRAFA LARANJA COM MORANGO,,15.08,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSMAR,1L7,item,,existe,,SUCO GARRAFA MARACUJA,,24.75,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSMAR,900,item,,existe,,SUCO GARRAFA MARACUJA 900 ML,,12.43,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSMMA,300,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,4.94,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSMMA,900,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,10.6,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,030,SGRSSUVA,1L7,item,,existe,,NECTAR GARRAFA UVA,,22.78,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,CREPDISPL,CHOC,item,,existe,,CREPE DISPLAY,,2.06,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,CREPDISPL,DDL,item,,existe,,CREPE DISPLAY,,2.06,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,CREPDISPL,UNI,item,,existe,,CREPE DISPLAY,,1.95,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,CREPUNICA,CHOC,item,,existe,,CREPE UNIDADE CP00002,,10.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,CREPUNICA,CROC,item,,existe,,CREPE UNIDADE,,10.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,CREPUNICA,DDL,item,,existe,,CREPE UNIDADE,,10.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,CREPUNICA,MOR,item,,existe,,CREPE UNIDADE,,10.8,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MADEACUCA,UNI,item,,existe,,,,10.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MADELGCHO,CHOC,item,,existe,,MADELEINE LONGA CHOCO - ML00002 ML00002,,10.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MADERECHE,CHOC,item,,existe,,MADELEINE RECHEADO,,10.99,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MADERECHE,MOR,item,,existe,,MADELEINE RECHEADO,,10.99,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MADETRADI,CHOC,item,,existe,,MADELEINE TRAD NATURAL,,10.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MADETRADI,GRAN,item,,existe,,MADELEINE TRAD NATURAL,,10.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MADETRADI,UNI,item,,existe,,MADELEINE TRAD NATURAL MT00001,,10.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,MCROQUANT,UNI,item,,existe,,MADELEINE LONGA CROQUANT MT00001,,10.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,PAODBRIOC,FATI,item,,existe,,PAO DE BRIOCHE,,12.04,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,PAODBRIOC,SLM,item,,existe,,PAO DE BRIOCHE,,12.04,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,PAODBRIOC,TRAN,item,,existe,,PAO DE BRIOCHE,,12.04,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,PAODBRIOC,UNI,item,,existe,,PAO DE BRIOCHE,,12.04,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,PAODHAMBU,BRIO,item,,existe,,PAO DE HAMBURGUER,,10.4,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,PAODLEITE,UNI,item,,existe,,PAO DE LEITE,,9.9,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SANDCREMO,ATLM,item,,existe,,SANDUICHE CREMOSO CR00002,,7.82,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SANDCREMO,ATUM,item,,existe,,SANDUICHE CREMOSO CR00001,,8.24,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SANDCREMO,FRAN,item,,existe,,SANDUICHE CREMOSO CR00002,,8.24,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SANDCREMO,PEPE,item,,existe,,SANDUICHE CREMOSO CR00004,,7.82,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SCPSSCAJ,200,item,,existe,,SUCO COPO CAJU,,1.77,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SCPSSLAR,200,item,,existe,,SUCO COPO LARANJA 200ML,,2.27,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SCPSSMAR,200,item,,existe,,SUCO COPO MARACUJA,,2.2,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SCPSSUVA,200,item,,existe,,NECTAR COPO UVA,,2.39,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSABH,900,item,,existe,,SUCO GARRAFA ABACAXI COM HORTELA,,8.01,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSACE,900,item,,existe,,,,9.93,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSCAJ,1L7,item,,existe,,SUCO GARRAFA CAJU,,12.97,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSCAJ,900,item,,existe,,SUCO GARRAFA CAJU,,6.92,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSGOH,900,item,,existe,,SUCO GARRAFA GOIABA COM HIBISCO,,9.93,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSGOI,900,item,,existe,,SUCO GARRAFA GOIABA,,6.92,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSLAR,1L7,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,15.15,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSLAR,300,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,4.05,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSLAR,900,item,,existe,,SUCO GARRAFA PASTEURIZADO DE LARANJA,,8.6,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSLMO,900,item,,existe,,SUCO GARRAFA LARANJA COM MORANGO,,9.93,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSMAR,900,item,,existe,,SUCO GARRAFA MARACUJA 900 ML,,9.08,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,048,SGRSSMMA,900,item,,existe,,SUCO GARRAFA MANGA E MARACUJA,,8.06,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,36.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SBSSSABH,05L,item,,existe,,SUCO BOLSA ABACAXI COM HORTELA,,36.14,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SBSSSCAJ,05L,item,,existe,,SUCO BOLSA CAJU,,27.56,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SBSSSGOI,05L,item,,existe,,SUCO BOLSA GOIABA,,27.04,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SBSSSLAR,05L,item,,existe,,SUCO BOLSA LARANJA,,29.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SBSSSMAR,05L,item,,existe,,SUCO BOLSA MARACUJA,,41.53,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SBSSSUVA,05L,item,,existe,,NECTAR BOLSA UVA,,39.26,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SCPSSCOC,200,item,,existe,,SUCO COPO AGUA COCO,,2.6,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SGPSSMMA,05L,item,,existe,,SUCO GALÃO PET MANGA E MARACUJA,,38.11,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,115,SGRSSCOC,900,item,,existe,,AGUA GARRAFA DE COCO,,12.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,201,MCROQUANT,UNI,item,,existe,,MADELEINE LONGA CROQUANT MT00001,,9.72,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
REMOVER,201,MADEACUCA,UNI,item,existe,,,,9.72,,0.0,,1,2026-05-22T17:10:28.033567+00:00,Sistema local - item existe no sistema e nao veio do Senior ERP
ATUALIZAR,201P,CREPUNICA,CHOC,preco,1.95,10.8,CREPE UNIDADE CP00002,CREPE UNIDADE CP00002,1.95,10.8,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,201P,CREPUNICA,CROC,preco,1.95,10.8,CREPE UNIDADE,CREPE UNIDADE,1.95,10.8,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,201P,CREPUNICA,DDL,preco,1.95,10.8,CREPE UNIDADE,CREPE UNIDADE,1.95,10.8,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,201P,CREPUNICA,MOR,preco,1.95,10.8,CREPE UNIDADE,CREPE UNIDADE,1.95,10.8,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,201P,MADEACUCA,UNI,nome_produto,MADELEINE LONGA ACUCAR,,MADELEINE LONGA ACUCAR,,9.61,9.61,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
INSERIR,202,MCROQUANT,UNI,item,,existe,,MADELEINE LONGA CROQUANT MT00001,,10.23,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
ATUALIZAR,202,MADEACUCA,UNI,preco,10.23,9.61,,,10.23,9.61,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,202,SBSSSABH,05L,preco,34.4,35.78,SUCO BOLSA ABACAXI COM HORTELA,SUCO BOLSA ABACAXI COM HORTELA,34.4,35.78,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,202,SGPSSUVA,05L,preco,37.8,39.31,NECTAR GALAO UVA PET,NECTAR GALAO UVA PET,37.8,39.31,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,202,SGRSSCAJ,1L7,preco,11.95,12.43,SUCO GARRAFA CAJU,SUCO GARRAFA CAJU,11.95,12.43,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,202,SGRSSMAR,1L7,preco,15.9,17.49,SUCO GARRAFA MARACUJA,SUCO GARRAFA MARACUJA,15.9,17.49,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,202,SGRSSMAR,900,preco,8.25,9.08,SUCO GARRAFA MARACUJA 900 ML,SUCO GARRAFA MARACUJA 900 ML,8.25,9.08,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
ATUALIZAR,202,GRAN02KG,GOCABE,nome_produto,,"GRANEL  2,0KG 154937",,"GRANEL  2,0KG 154937",79.59,79.59,0.0,0,,2026-06-25T14:56:51.977093Z,Senior ERP - valor difere do sistema
INSERIR,203,BANA026G,UNICA,item,,existe,,BANANINHA 026G 152698,,2.09,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,203,BANA026G,ZEROAC,item,,existe,,BANANINHA 026G 152699,,2.59,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
INSERIR,203,CBSSSLAR,05L,item,,existe,,CONC BOLSA LARANJA,,45.0,,0,1,2026-06-25T14:56:51.977093Z,Senior ERP - item existe no Senior e nao existe no sistema
